question_id,question_content,question_tags
920888,is it unusual for an active person in the mid30s to have mild thoracic degenerative disk diseaseno known traumaxray also showed old fractured ribs,degenerative disc disease  multi infarct dementia  roentgen rays  magnetic resonance imaging  mri
92278,my daughter still has the lymph nodes of the left side of her neck very swollen  and the lump of the front of the ear big  ct scan was done but no ans,children  computed tomography  uchildrens health  ct scan
92349,very itchy scrotum and tip of penis  taken canestan  fluclonazole  no availswollen penis foreskin and anal fissures  what could it beits depressing,eczema  jock itch  rash  diaper rash  desitin  diaper  fluconazole  male health  severe itching
923748,i have this reoccuring rash around my lips that hurts and itches please help,rash  skin rash  hypersensitivity  allergies
925316,experiencing severe inner thigh muscle cramps in both legs have spine injury to l5s1 have had 2 series of epidural steroid injections,asthenia  leg weakness  steroids  muscle cramps  epidural
926050,whenever i hold cold things my fingers get swollen red and itchy and my top lip swells also if it touches my body i get hives there  what is it,hives  antihistamine  histamine
927047,i have a protein shake called genuine muscle milk light thats caffeine in it  is it ok to drink it,shakes  protein  caffeine
927250,how can i help keep pain and swelling down from my knee dislocation injury with an fracture and mcl fiber tears,broken bone  patellar dislocation  dislocation  fiber
928677,i took bactrim for one week for uti can it cause blurry vision,blurry vision  hazy vision  sulfamethoxazole and trimethoprim  vision  ophthalmology  bactrim
929427,im really nervous about having knee microfracture surgery for my chondromalacia  what can i expect crutches a braces im nervous,broken bone  fibromyalgia  surgery  flexion  cartilage  knee microfracture surgery  crutches  crutch  chondromalacia  braces
929490,is it common to experience knee pain and have the feeling that your knee is giving out  when you have patellar tendonitis,asthenia  knee pain  tendonitis  patellar tendonitis
929743,hi doctor  why am i having palpitations after my angiogram was clear,feeling anxious  palpitation  anxiety  angiogram
929865,what could clear filled bumps in mouth beone in jaw and 3 near tonsil area dont have tonsils had recent dental work they are  small clear bumps,bumps in mouth  dentistry  mucocele
929927,i have pain in my left groin and testicle is slightly tender   both testicles are just outside of scrotum when i lay down  should i go to er,testicular torsion  overdose  male health
929964,is it possible to get pregnant while taking provera if sexually active during the timemissed period so was put on 10 mg provera to start cycle,missed period  provera  birth control  pregnancy  contraception  female health
929998,there is a bump on my vagina but its huge so i squeezed it and a bunch of puss came out of it and now its gushing out blood what could it be,female health
930060,is it safe  effective to insert garlic into the vagina to treat a yeast infection,yeast infection  yeast  sex  female health  candida
930289,lately i have normal blood pressure but heart rate is always between 92110 im not thay active and  having chest pain on left side short breathing,chest pain  chest tightness  palpitation  rapid heart beat  chest pressure  angina  diazepam  holter monitor  exercise  electrocardiogram
930366,my right knee looks like it has a dent in it i have patellar tendonitis and was wondering if that was part of the tendonitis or something else,tendonitis  patellar tendonitis
930460,can ulnar nerve pain cause bicep and tricep pain also have pain on both sides of elbow wrist  carpal tunnel was released on same arm 4 months ago,radiculopathy  cervical radiculopathy  neuralgia  nerve pain  nerve  carpal tunnel syndrome
930750,never test + for ra or lupus  yet display all signs symptoms always get told its just fibromyalgia could i have ra or sle go for 2nd opinion,systemic lupus erythematosus  rheumatoid arthritis  ra  fibromyalgia
931961,if semen gets in the lips of the vagina  will a girl get pregnant,semen  pregnancy  male health  female health
932285,do kidney stones prevent you from getting a menses,menses  kidney stones  nephrolithiasis  menstrual cycle  menstrual period  female health
932677,can a pinched nerve in your neck on the left side cause weakness in the left side of face leg and arms,asthenia  pinched nerve  spinal cord compression  nerve
93373,what cause bloating  nausea  throwing up  diarrhea  fever to 101,fever  vomiting  loose stools  nausea  diarrhea  abdominal bloating  dysentery  emesis  viral infections
933754,red itchy spots at the roots pubic hair is from sex,sex
93454,i have: trouble swallowing with red bumps in my throat  fever of 101 for one day  coughing  nasal runoff  and nasal and mouth congestion 6 days sick,fever  cough  red skin  difficulty swallowing  common cold  virus  oxymetazoline  red bumps  antibiotic
936559,what does a crusted  scabbed  inverted nipple mean  breast cancer,breast cancer  breast carcinoma  cancer  puberty
937254,my daughter has a blister like bump on the arch of her foot that itches  what is it,athlete  perspiration  uathletes foot  fungus  podiatry
937908,has low back painduring bending down  nausea  diarrhea  lower abdominal pain abd pain relieves some after bm any suggestions what it can be,abdominal discomfort  stomach fl  abdominal pain  nausea  gastroenteritis  back pain  loose stools  diarrhea  appendicitis  abdominal mass
938141,bitten by mosquito  spider that left bulls eye on arm next day my entire forearm covered white rash with white sparkling flakes no itching,wounds  rash  red skin  skin rash  red skin  lyme disease  skin redness  culicidae
938170,had acl surgery a couple years ago cant put any weight on kneeand when knee is flexed a bunch of cracking n poppin n sum pain comes with it,chondromalacia  cartilage  autograft  surgery  flexion  acl reconstruction
938444,does oxycodone 10 325 have more or less tylenol than 10 650 n wats da difference,tempra  panadol  tylenol  roxicodone  oxyir  oxycodone  acetaminophen
938484,have lower abdominal cramping occasional bloody diarrhea also constipation i feel like when i have a bowel movement it doesnt all come out very tired,constipation  loose stools  diarrhea  bacterial dysentery  bloody diarrhea  bowel movement  bowel  intestine  fecal retention  abdominal colic
938599,trying to conceive last mo painful period ovulated today  sex 4 times in past 2 days today ovary pain rt side  bloated  nausea  sex hurts cyst,nausea  ovulation  trying to conceive  sex  female health
938739,i have my blood hcg level 67miu ml urine test is negativem m i pregnant,pregnancy loss  urine  spontaneous abortion  pregnancy  hcg level
938906,burned my ankle 3 weeks ago been on bactrim and now keflex burn site swollen and red still leaking fluid  very painful to walk  what should i do,urgent care  sulfamethoxazole and trimethoprim  keflex  gait  cephalexin  bactrim  burns
939026,chiari m 8mm  head pressure  lumps down spine  push on them relieves hd pressure  mem loss  no feeling in ft  tingling  dizzy  hd pain shoots back hder,dizziness  anxiety disorder  psychoses  numbness  tingling  munchausen syndrome  psychosis drug  anxiety relief  anxiety
939261,what causes a kidney stone and how can you prevent one,kidney diseases  vitamin deficiency  dehydration  inflammatory bowel disease  nephropathy  parathyroid disorders  minerals  intestine  nutrition  phosphate
939297,my gf has late period for 2 weeks now  no pregnancy symptoms  but lots of cramps and clear discharge turns brown 2 negative test can she be pregnant,delayed menstrual period  pregnancy  female health  pregnancy test
939646,i felt some small bumps in my vagina  im not sexually active just had a uti just started bc for pcos bump near the bottom of my vagina is senitive,abscess  pus  polycystic ovary syndrome  female health  birth control pills
939686,dr treated me for yeast infection thursday  gave ointment but whole vulva still itchy saturday  and just today started to burn when i urinate  why,yeast infection  urine  bladder  yeast  bacteria  urination  micturition  female health  candida  burns
939696,hav aracnoid cyst in left temp lobe can this cause episodes of extrem pain on right side of body which move left and when stops leaves whole body weak,neurosurgery  neurosurgeon  neurology
